nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak,jenis_encoded,Prioritas,Prioritas_encoded,Prioritas_Prediksi,Prioritas_Prediksi_encoded
KTRK-101131,PT Cakrawala Teknologi Solusindo,Maintenance,930,2024-12-18 0:00:00,2027-07-06 0:00:00,265503566,0,Sedang,1,Sedang,1
KTRK-101132,PT Teknologi Nusantara Group,Maintenance,471,2024-11-06 0:00:00,2026-02-20 0:00:00,324305957,0,Sedang,1,Sedang,1
KTRK-101133,PT Komputasi Utama Internasional,Maintenance,837,2024-10-20 0:00:00,2027-02-04 0:00:00,229500099,0,Sedang,1,Sedang,1
KTRK-101134,PT Digikarya Internasional,Maintenance,380,2023-12-20 0:00:00,2025-01-03 0:00:00,380502109,0,Sedang,1,Rendah,0
KTRK-101135,PT Komputasi Utama Internasional,Pembelian,1058,2023-12-10 0:00:00,2026-11-02 0:00:00,188767103,1,Rendah,0,Rendah,0
KTRK-101136,PT BitData Systems,Maintenance,1093,2023-03-15 0:00:00,2026-03-12 0:00:00,254479051,0,Sedang,1,Sedang,1
KTRK-101137,PT NetSol Tbk,Pengembangan,593,2024-05-20 0:00:00,2026-01-03 0:00:00,291844592,2,Rendah,0,Rendah,0
KTRK-101138,PT Koneksi Global Solusindo,Pembelian,990,2023-06-25 0:00:00,2026-03-11 0:00:00,424677108,1,Rendah,0,Rendah,0
KTRK-101139,PT Koneksi Global Corp,Pengembangan,1031,2023-09-23 0:00:00,2026-07-20 0:00:00,240248788,2,Rendah,0,Rendah,0
KTRK-101140,PT Cakrawala Teknologi Internasional,Pembelian,414,2023-10-07 0:00:00,2024-11-24 0:00:00,166136964,1,Rendah,0,Rendah,0
KTRK-101141,PT Cakrawala Teknologi Group,Pengembangan,207,2023-03-08 0:00:00,2023-10-01 0:00:00,348361215,2,Rendah,0,Rendah,0
KTRK-101142,PT Digikarya Internasional,Pembelian,586,2023-11-01 0:00:00,2025-06-09 0:00:00,316169466,1,Rendah,0,Rendah,0
KTRK-101143,PT Digikarya Group,Pembelian,731,2024-02-28 0:00:00,2026-02-28 0:00:00,347541416,1,Rendah,0,Rendah,0
KTRK-101144,PT Digikarya Solusindo,Pengembangan,1071,2023-04-02 0:00:00,2026-03-08 0:00:00,135177493,2,Rendah,0,Rendah,0
KTRK-101145,PT BitData Group,Maintenance,516,2023-05-30 0:00:00,2024-10-27 0:00:00,337268140,0,Sedang,1,Sedang,1
KTRK-101146,PT Digikarya Corp,Maintenance,307,2023-11-12 0:00:00,2024-09-14 0:00:00,320264074,0,Sedang,1,Rendah,0
KTRK-101147,PT Mitra Satu Systems,Maintenance,418,2023-02-08 0:00:00,2024-04-01 0:00:00,436818885,0,Sedang,1,Rendah,0
KTRK-101148,PT Cakrawala Teknologi Solusindo,Pembelian,773,2023-07-02 0:00:00,2025-08-13 0:00:00,245741242,1,Rendah,0,Rendah,0
KTRK-101149,PT Digikarya Tbk,Maintenance,688,2024-11-06 0:00:00,2026-09-25 0:00:00,327896768,0,Sedang,1,Sedang,1
KTRK-101150,PT Inovasi Digital Systems,Pembelian,786,2024-06-01 0:00:00,2026-07-27 0:00:00,309765355,1,Rendah,0,Rendah,0
KTRK-101151,PT Digikarya Tbk,Pengembangan,599,2023-03-26 0:00:00,2024-11-14 0:00:00,319693079,2,Rendah,0,Rendah,0
KTRK-101152,PT Solusi Digital Internasional,Pembelian,603,2023-07-31 0:00:00,2025-03-25 0:00:00,444011552,1,Rendah,0,Rendah,0
KTRK-101153,PT Digikarya Solusindo,Pengembangan,763,2024-03-07 0:00:00,2026-04-09 0:00:00,189716096,2,Rendah,0,Rendah,0
KTRK-101154,PT Koneksi Global Internasional,Pengembangan,222,2023-07-28 0:00:00,2024-03-06 0:00:00,269793052,2,Rendah,0,Rendah,0
KTRK-101155,PT Inovasi Digital Solusindo,Maintenance,237,2023-10-07 0:00:00,2024-05-31 0:00:00,352471760,0,Sedang,1,Rendah,0
KTRK-101156,PT Mitra Satu Corp,Maintenance,917,2023-10-30 0:00:00,2026-05-04 0:00:00,178441627,0,Sedang,1,Rendah,0
KTRK-101157,PT Solusi Digital Corp,Maintenance,387,2023-07-19 0:00:00,2024-08-09 0:00:00,206209861,0,Sedang,1,Sedang,1
KTRK-101158,PT Indoinovasi Corp,Pembelian,510,2024-05-14 0:00:00,2025-10-06 0:00:00,455317342,1,Rendah,0,Rendah,0
KTRK-101159,PT Cakrawala Teknologi Internasional,Pembelian,617,2024-07-28 0:00:00,2026-04-06 0:00:00,304049914,1,Rendah,0,Rendah,0
KTRK-101160,PT BitData Corp,Pengembangan,292,2024-07-17 0:00:00,2025-05-05 0:00:00,176356358,2,Rendah,0,Rendah,0
KTRK-101161,PT Digikarya Systems,Pembelian,565,2024-06-07 0:00:00,2025-12-24 0:00:00,313167672,1,Rendah,0,Rendah,0
KTRK-101162,PT Koneksi Global Systems,Maintenance,355,2023-09-11 0:00:00,2024-08-31 0:00:00,274600270,0,Sedang,1,Rendah,0
KTRK-101163,PT Mitra Satu Group,Maintenance,864,2023-07-26 0:00:00,2025-12-06 0:00:00,479447648,0,Sedang,1,Sedang,1
KTRK-101164,PT Cakrawala Teknologi Group,Pembelian,728,2024-11-17 0:00:00,2026-11-15 0:00:00,366658468,1,Rendah,0,Rendah,0
KTRK-101165,PT Sibernetika Group,Maintenance,258,2024-05-13 0:00:00,2025-01-26 0:00:00,240327705,0,Sedang,1,Rendah,0
KTRK-101166,PT BitData Internasional,Maintenance,731,2023-01-07 0:00:00,2025-01-07 0:00:00,285048200,0,Sedang,1,Sedang,1
KTRK-101167,PT Komputasi Utama Group,Pengembangan,198,2023-10-21 0:00:00,2024-05-06 0:00:00,201377088,2,Rendah,0,Rendah,0
KTRK-101168,PT Komputasi Utama Solusindo,Pengembangan,959,2023-01-12 0:00:00,2025-08-28 0:00:00,438166415,2,Rendah,0,Rendah,0
KTRK-101169,PT Solusi Digital Group,Pembelian,289,2024-08-05 0:00:00,2025-05-21 0:00:00,468167990,1,Rendah,0,Rendah,0
KTRK-101170,PT Inovasi Digital Solusindo,Maintenance,597,2023-03-22 0:00:00,2024-11-08 0:00:00,353959137,0,Sedang,1,Sedang,1
KTRK-101171,PT Sibernetika Systems,Maintenance,938,2024-01-13 0:00:00,2026-08-08 0:00:00,375755060,0,Sedang,1,Sedang,1
KTRK-101172,PT Mitra Satu Group,Maintenance,452,2023-02-07 0:00:00,2024-05-04 0:00:00,280977710,0,Sedang,1,Sedang,1
KTRK-101173,PT Sibernetika Solusindo,Maintenance,338,2024-01-04 0:00:00,2024-12-07 0:00:00,199764827,0,Sedang,1,Rendah,0
KTRK-101174,PT Cakrawala Teknologi Solusindo,Pembelian,566,2023-11-15 0:00:00,2025-06-03 0:00:00,265723035,1,Rendah,0,Rendah,0
KTRK-101175,PT Cakrawala Teknologi Group,Pengembangan,821,2024-05-11 0:00:00,2026-08-10 0:00:00,230568830,2,Rendah,0,Rendah,0
KTRK-101176,PT Solusi Digital Solusindo,Pengembangan,567,2023-07-20 0:00:00,2025-02-06 0:00:00,311726078,2,Rendah,0,Rendah,0
KTRK-101177,PT Komputasi Utama Solusindo,Pembelian,205,2023-02-27 0:00:00,2023-09-20 0:00:00,331082653,1,Rendah,0,Rendah,0
KTRK-101178,PT Komputasi Utama Corp,Maintenance,1039,2024-09-09 0:00:00,2027-07-15 0:00:00,308645904,0,Sedang,1,Sedang,1
KTRK-101179,PT Komputasi Utama Internasional,Maintenance,600,2023-02-08 0:00:00,2024-09-30 0:00:00,359667227,0,Sedang,1,Sedang,1
KTRK-101180,PT Koneksi Global Internasional,Pembelian,288,2023-10-23 0:00:00,2024-08-06 0:00:00,485583438,1,Rendah,0,Rendah,0
KTRK-101181,PT Mitra Satu Tbk,Pengembangan,560,2023-07-03 0:00:00,2025-01-13 0:00:00,222227284,2,Rendah,0,Rendah,0
KTRK-101182,PT NetSol Group,Maintenance,717,2024-06-09 0:00:00,2026-05-27 0:00:00,159463295,0,Sedang,1,Rendah,0
KTRK-101183,PT Komputasi Utama Internasional,Maintenance,705,2024-11-18 0:00:00,2026-10-24 0:00:00,350387174,0,Sedang,1,Sedang,1
KTRK-101184,PT Solusi Digital Corp,Maintenance,331,2023-06-17 0:00:00,2024-05-13 0:00:00,241648223,0,Sedang,1,Rendah,0
KTRK-101185,PT Koneksi Global Corp,Pembelian,815,2024-05-20 0:00:00,2026-08-13 0:00:00,304968508,1,Rendah,0,Rendah,0
KTRK-101186,PT NetSol Corp,Pembelian,1029,2024-01-22 0:00:00,2026-11-16 0:00:00,141894763,1,Rendah,0,Rendah,0
KTRK-101187,PT BitData Solusindo,Pembelian,492,2024-02-29 0:00:00,2025-07-05 0:00:00,323404085,1,Rendah,0,Rendah,0
KTRK-101188,PT Sibernetika Internasional,Maintenance,313,2024-12-11 0:00:00,2025-10-20 0:00:00,184634263,0,Sedang,1,Rendah,0
KTRK-101189,PT Indoinovasi Systems,Maintenance,874,2023-05-31 0:00:00,2025-10-21 0:00:00,109896909,0,Sedang,1,Sedang,1
KTRK-101190,PT BitData Group,Maintenance,467,2024-09-07 0:00:00,2025-12-18 0:00:00,429216997,0,Sedang,1,Rendah,0
KTRK-101191,PT NetSol Internasional,Pengembangan,694,2024-02-05 0:00:00,2025-12-30 0:00:00,439696357,2,Rendah,0,Rendah,0
KTRK-101192,PT Cakrawala Teknologi Internasional,Pembelian,970,2024-05-28 0:00:00,2027-01-23 0:00:00,185689285,1,Rendah,0,Rendah,0
KTRK-101193,PT Aksara Teknologi Corp,Maintenance,494,2024-06-17 0:00:00,2025-10-24 0:00:00,322231535,0,Sedang,1,Sedang,1
KTRK-101194,PT Solusi Digital Internasional,Pengembangan,320,2024-06-07 0:00:00,2025-04-23 0:00:00,429906049,2,Rendah,0,Rendah,0
KTRK-101195,PT Sibernetika Tbk,Pembelian,373,2024-11-05 0:00:00,2025-11-13 0:00:00,389867349,1,Rendah,0,Rendah,0
KTRK-101196,PT Inovasi Digital Tbk,Maintenance,1004,2023-02-14 0:00:00,2025-11-14 0:00:00,188378006,0,Sedang,1,Rendah,0
KTRK-101197,PT Cakrawala Teknologi Tbk,Maintenance,238,2024-07-08 0:00:00,2025-03-03 0:00:00,350510223,0,Sedang,1,Rendah,0
KTRK-101198,PT Digikarya Solusindo,Pembelian,1084,2023-03-20 0:00:00,2026-03-08 0:00:00,407122345,1,Rendah,0,Rendah,0
KTRK-101199,PT Komputasi Utama Tbk,Maintenance,664,2023-08-17 0:00:00,2025-06-11 0:00:00,125134745,0,Sedang,1,Sedang,1
KTRK-101200,PT Cakrawala Teknologi Solusindo,Maintenance,1067,2023-05-26 0:00:00,2026-04-27 0:00:00,310141685,0,Sedang,1,Sedang,1
KTRK-101201,PT Koneksi Global Corp,Pembelian,271,2024-09-04 0:00:00,2025-06-02 0:00:00,338210198,1,Rendah,0,Rendah,0
KTRK-101202,PT Inovasi Digital Corp,Maintenance,783,2023-11-27 0:00:00,2026-01-18 0:00:00,434826964,0,Sedang,1,Sedang,1
KTRK-101203,PT Teknologi Nusantara Solusindo,Pengembangan,776,2023-12-18 0:00:00,2026-02-01 0:00:00,271807426,2,Rendah,0,Rendah,0
KTRK-101204,PT Komputasi Utama Group,Maintenance,386,2024-11-04 0:00:00,2025-11-25 0:00:00,437572452,0,Sedang,1,Rendah,0
KTRK-101205,PT NetSol Systems,Maintenance,257,2024-10-24 0:00:00,2025-07-08 0:00:00,318747451,0,Sedang,1,Rendah,0
KTRK-101206,PT Sibernetika Group,Pembelian,939,2024-09-11 0:00:00,2027-04-08 0:00:00,460214762,1,Rendah,0,Rendah,0
KTRK-101207,PT Inovasi Digital Tbk,Maintenance,1027,2023-09-05 0:00:00,2026-06-28 0:00:00,302070936,0,Sedang,1,Sedang,1
KTRK-101208,PT Aksara Teknologi Group,Maintenance,264,2023-11-19 0:00:00,2024-08-09 0:00:00,397672025,0,Sedang,1,Rendah,0
KTRK-101209,PT Digikarya Internasional,Pembelian,961,2024-12-23 0:00:00,2027-08-11 0:00:00,308883899,1,Rendah,0,Rendah,0
KTRK-101210,PT NetSol Internasional,Pengembangan,544,2023-06-23 0:00:00,2024-12-18 0:00:00,417875667,2,Rendah,0,Rendah,0
KTRK-101211,PT Indoinovasi Group,Pembelian,203,2024-10-11 0:00:00,2025-05-02 0:00:00,377610509,1,Rendah,0,Rendah,0
KTRK-101212,PT Inovasi Digital Systems,Pengembangan,1057,2024-01-25 0:00:00,2026-12-17 0:00:00,291049165,2,Rendah,0,Rendah,0
KTRK-101213,PT Komputasi Utama Tbk,Pembelian,361,2024-07-08 0:00:00,2025-07-04 0:00:00,181284287,1,Rendah,0,Rendah,0
KTRK-101214,PT Teknologi Nusantara Systems,Pembelian,384,2024-11-17 0:00:00,2025-12-06 0:00:00,480761724,1,Rendah,0,Rendah,0
KTRK-101215,PT Komputasi Utama Tbk,Pembelian,797,2024-01-21 0:00:00,2026-03-28 0:00:00,154485349,1,Rendah,0,Rendah,0
KTRK-101216,PT Cakrawala Teknologi Systems,Pengembangan,313,2023-06-04 0:00:00,2024-04-12 0:00:00,314671516,2,Rendah,0,Rendah,0
KTRK-101217,PT Aksara Teknologi Systems,Maintenance,257,2024-12-07 0:00:00,2025-08-21 0:00:00,322331284,0,Sedang,1,Rendah,0
KTRK-101218,PT Mitra Satu Tbk,Pengembangan,629,2023-12-08 0:00:00,2025-08-28 0:00:00,215108732,2,Rendah,0,Rendah,0
KTRK-101219,PT Solusi Digital Corp,Pengembangan,992,2023-09-08 0:00:00,2026-05-27 0:00:00,401653806,2,Rendah,0,Rendah,0
KTRK-101220,PT Teknologi Nusantara Systems,Maintenance,371,2023-08-23 0:00:00,2024-08-28 0:00:00,258564302,0,Sedang,1,Rendah,0
KTRK-101221,PT Cakrawala Teknologi Internasional,Maintenance,699,2023-01-17 0:00:00,2024-12-16 0:00:00,419218307,0,Sedang,1,Rendah,0
KTRK-101222,PT Solusi Digital Group,Pembelian,256,2023-12-17 0:00:00,2024-08-29 0:00:00,395837625,1,Rendah,0,Rendah,0
KTRK-101223,PT Indoinovasi Corp,Maintenance,1030,2024-11-12 0:00:00,2027-09-08 0:00:00,195777578,0,Sedang,1,Sedang,1
KTRK-101224,PT Koneksi Global Group,Pembelian,749,2023-12-03 0:00:00,2025-12-21 0:00:00,153832260,1,Rendah,0,Rendah,0
KTRK-101225,PT Indoinovasi Corp,Maintenance,825,2024-05-13 0:00:00,2026-08-16 0:00:00,175818272,0,Sedang,1,Rendah,0
KTRK-101226,PT NetSol Solusindo,Pengembangan,630,2023-09-12 0:00:00,2025-06-03 0:00:00,296725482,2,Rendah,0,Rendah,0
KTRK-101227,PT Inovasi Digital Tbk,Pengembangan,710,2024-02-26 0:00:00,2026-02-05 0:00:00,496051137,2,Rendah,0,Rendah,0
KTRK-101228,PT Mitra Satu Tbk,Pengembangan,596,2024-05-03 0:00:00,2025-12-20 0:00:00,472000299,2,Rendah,0,Rendah,0
KTRK-101229,PT Solusi Digital Tbk,Pengembangan,249,2023-03-15 0:00:00,2023-11-19 0:00:00,342205813,2,Rendah,0,Rendah,0
KTRK-101230,PT Indoinovasi Internasional,Maintenance,658,2024-03-12 0:00:00,2025-12-30 0:00:00,453793513,0,Sedang,1,Rendah,0
KTRK-101231,PT Mitra Satu Systems,Pengembangan,250,2024-12-10 0:00:00,2025-08-17 0:00:00,100194989,2,Rendah,0,Rendah,0
KTRK-101232,PT Koneksi Global Group,Pembelian,734,2023-11-14 0:00:00,2025-11-17 0:00:00,163473471,1,Rendah,0,Rendah,0
KTRK-101233,PT NetSol Internasional,Pembelian,545,2023-10-01 0:00:00,2025-03-29 0:00:00,317416036,1,Rendah,0,Rendah,0
KTRK-101234,PT Aksara Teknologi Solusindo,Pembelian,359,2023-08-18 0:00:00,2024-08-11 0:00:00,185108486,1,Rendah,0,Rendah,0
KTRK-101235,PT Mitra Satu Corp,Pembelian,604,2024-05-04 0:00:00,2025-12-29 0:00:00,271541210,1,Rendah,0,Rendah,0
KTRK-101236,PT Aksara Teknologi Corp,Pengembangan,211,2023-01-18 0:00:00,2023-08-17 0:00:00,307912092,2,Rendah,0,Rendah,0
KTRK-101237,PT Teknologi Nusantara Systems,Pembelian,957,2024-12-04 0:00:00,2027-07-19 0:00:00,294767422,1,Rendah,0,Rendah,0
KTRK-101238,PT Indoinovasi Group,Maintenance,721,2023-04-11 0:00:00,2025-04-01 0:00:00,391799377,0,Sedang,1,Sedang,1
KTRK-101239,PT BitData Solusindo,Pembelian,802,2023-08-05 0:00:00,2025-10-15 0:00:00,470818608,1,Rendah,0,Rendah,0
KTRK-101240,PT Komputasi Utama Internasional,Maintenance,298,2023-04-19 0:00:00,2024-02-11 0:00:00,328574691,0,Sedang,1,Rendah,0
KTRK-101241,PT Digikarya Systems,Pembelian,622,2024-05-13 0:00:00,2026-01-25 0:00:00,122400910,1,Rendah,0,Rendah,0
KTRK-101242,PT Cakrawala Teknologi Internasional,Pengembangan,449,2023-02-18 0:00:00,2024-05-12 0:00:00,396766805,2,Rendah,0,Rendah,0
KTRK-101243,PT Digikarya Internasional,Maintenance,359,2024-05-19 0:00:00,2025-05-13 0:00:00,273266938,0,Sedang,1,Rendah,0
KTRK-101244,PT Inovasi Digital Internasional,Pembelian,602,2023-08-26 0:00:00,2025-04-19 0:00:00,487932266,1,Rendah,0,Rendah,0
KTRK-101245,PT Cakrawala Teknologi Internasional,Maintenance,554,2023-10-19 0:00:00,2025-04-25 0:00:00,382963948,0,Sedang,1,Rendah,0
KTRK-101246,PT Sibernetika Systems,Maintenance,620,2023-03-30 0:00:00,2024-12-09 0:00:00,440045999,0,Sedang,1,Rendah,0
KTRK-101247,PT Mitra Satu Tbk,Pembelian,775,2023-01-07 0:00:00,2025-02-20 0:00:00,314286988,1,Rendah,0,Rendah,0
KTRK-101248,PT Sibernetika Internasional,Pengembangan,211,2023-12-16 0:00:00,2024-07-14 0:00:00,231580840,2,Rendah,0,Rendah,0
KTRK-101249,PT Komputasi Utama Systems,Pengembangan,182,2024-09-27 0:00:00,2025-03-28 0:00:00,465761548,2,Rendah,0,Rendah,0
KTRK-101250,PT Inovasi Digital Systems,Maintenance,225,2023-06-16 0:00:00,2024-01-27 0:00:00,499115915,0,Sedang,1,Rendah,0
KTRK-101251,PT Cakrawala Teknologi Corp,Maintenance,650,2024-05-28 0:00:00,2026-03-09 0:00:00,204929480,0,Sedang,1,Sedang,1
KTRK-101252,PT Aksara Teknologi Internasional,Pengembangan,441,2024-02-08 0:00:00,2025-04-24 0:00:00,222130921,2,Rendah,0,Rendah,0
KTRK-101253,PT Inovasi Digital Solusindo,Pengembangan,522,2023-10-24 0:00:00,2025-03-29 0:00:00,486426959,2,Rendah,0,Rendah,0
KTRK-101254,PT Inovasi Digital Solusindo,Pembelian,561,2023-04-05 0:00:00,2024-10-17 0:00:00,211283323,1,Rendah,0,Rendah,0
KTRK-101255,PT Indoinovasi Systems,Maintenance,937,2023-11-25 0:00:00,2026-06-19 0:00:00,473542258,0,Sedang,1,Sedang,1
KTRK-101256,PT Cakrawala Teknologi Solusindo,Maintenance,524,2023-07-31 0:00:00,2025-01-05 0:00:00,350926201,0,Sedang,1,Sedang,1
KTRK-101257,PT Aksara Teknologi Tbk,Maintenance,870,2024-04-01 0:00:00,2026-08-19 0:00:00,299258467,0,Sedang,1,Sedang,1
KTRK-101258,PT Solusi Digital Solusindo,Pengembangan,745,2023-03-31 0:00:00,2025-04-14 0:00:00,390271139,2,Rendah,0,Rendah,0
KTRK-101259,PT Digikarya Solusindo,Pembelian,205,2024-03-23 0:00:00,2024-10-14 0:00:00,160163572,1,Rendah,0,Rendah,0
KTRK-101260,PT Teknologi Nusantara Solusindo,Pengembangan,357,2023-03-07 0:00:00,2024-02-27 0:00:00,311368095,2,Rendah,0,Rendah,0
KTRK-101261,PT Indoinovasi Group,Maintenance,252,2023-01-09 0:00:00,2023-09-18 0:00:00,279818335,0,Sedang,1,Rendah,0
KTRK-101262,PT Koneksi Global Corp,Pembelian,989,2023-10-30 0:00:00,2026-07-15 0:00:00,303162935,1,Rendah,0,Rendah,0
KTRK-101263,PT Inovasi Digital Internasional,Maintenance,545,2023-05-07 0:00:00,2024-11-02 0:00:00,216877940,0,Sedang,1,Sedang,1
KTRK-101264,PT Koneksi Global Group,Pengembangan,1091,2023-04-30 0:00:00,2026-04-25 0:00:00,352322272,2,Rendah,0,Rendah,0
KTRK-101265,PT Indoinovasi Solusindo,Pengembangan,777,2024-12-16 0:00:00,2027-02-01 0:00:00,228380415,2,Rendah,0,Rendah,0
KTRK-101266,PT BitData Solusindo,Pembelian,765,2023-12-13 0:00:00,2026-01-16 0:00:00,400225105,1,Rendah,0,Rendah,0
KTRK-101267,PT Inovasi Digital Tbk,Pengembangan,1095,2024-07-17 0:00:00,2027-07-17 0:00:00,391569827,2,Rendah,0,Rendah,0
KTRK-101268,PT Indoinovasi Tbk,Pembelian,231,2023-07-25 0:00:00,2024-03-12 0:00:00,463758605,1,Rendah,0,Rendah,0
KTRK-101269,PT Mitra Satu Corp,Pembelian,523,2023-03-17 0:00:00,2024-08-21 0:00:00,137130876,1,Rendah,0,Rendah,0
KTRK-101270,PT NetSol Internasional,Maintenance,655,2023-11-15 0:00:00,2025-08-31 0:00:00,277695420,0,Sedang,1,Sedang,1
KTRK-101271,PT Komputasi Utama Internasional,Pembelian,556,2023-06-27 0:00:00,2025-01-03 0:00:00,424677244,1,Rendah,0,Rendah,0
KTRK-101272,PT Komputasi Utama Solusindo,Maintenance,919,2024-03-02 0:00:00,2026-09-07 0:00:00,366849533,0,Sedang,1,Sedang,1
KTRK-101273,PT NetSol Systems,Maintenance,689,2023-09-15 0:00:00,2025-08-04 0:00:00,219038877,0,Sedang,1,Sedang,1
KTRK-101274,PT Teknologi Nusantara Solusindo,Pembelian,214,2023-06-09 0:00:00,2024-01-09 0:00:00,125048955,1,Rendah,0,Rendah,0
KTRK-101275,PT NetSol Solusindo,Maintenance,469,2023-09-25 0:00:00,2025-01-06 0:00:00,417008130,0,Sedang,1,Rendah,0
KTRK-101276,PT Indoinovasi Systems,Pengembangan,853,2023-10-31 0:00:00,2026-03-02 0:00:00,312627324,2,Rendah,0,Rendah,0
KTRK-101277,PT Mitra Satu Internasional,Pengembangan,699,2023-06-07 0:00:00,2025-05-06 0:00:00,184219235,2,Rendah,0,Rendah,0
KTRK-101278,PT Sibernetika Tbk,Pengembangan,1073,2024-04-16 0:00:00,2027-03-25 0:00:00,243466366,2,Rendah,0,Rendah,0
KTRK-101279,PT Koneksi Global Tbk,Pengembangan,921,2023-11-12 0:00:00,2026-05-21 0:00:00,179802958,2,Rendah,0,Rendah,0
KTRK-101280,PT Aksara Teknologi Tbk,Maintenance,847,2023-12-20 0:00:00,2026-04-15 0:00:00,146145838,0,Sedang,1,Sedang,1
KTRK-101281,PT BitData Group,Pembelian,859,2023-09-06 0:00:00,2026-01-12 0:00:00,158949712,1,Rendah,0,Rendah,0
KTRK-101282,PT Aksara Teknologi Systems,Pengembangan,663,2023-03-08 0:00:00,2024-12-30 0:00:00,361909632,2,Rendah,0,Rendah,0
KTRK-101283,PT Inovasi Digital Internasional,Pengembangan,697,2023-06-30 0:00:00,2025-05-27 0:00:00,343003887,2,Rendah,0,Rendah,0
KTRK-101284,PT Mitra Satu Solusindo,Pembelian,715,2024-04-14 0:00:00,2026-03-30 0:00:00,349534178,1,Rendah,0,Rendah,0
KTRK-101285,PT Teknologi Nusantara Solusindo,Pengembangan,945,2023-02-20 0:00:00,2025-09-22 0:00:00,292698725,2,Rendah,0,Rendah,0
KTRK-101286,PT Sibernetika Group,Maintenance,579,2024-10-16 0:00:00,2026-05-18 0:00:00,144784677,0,Sedang,1,Sedang,1
KTRK-101287,PT Solusi Digital Group,Pengembangan,938,2024-03-07 0:00:00,2026-10-01 0:00:00,349124602,2,Rendah,0,Rendah,0
KTRK-101288,PT Solusi Digital Systems,Pembelian,630,2023-05-18 0:00:00,2025-02-06 0:00:00,109164341,1,Rendah,0,Rendah,0
KTRK-101289,PT BitData Solusindo,Maintenance,230,2024-04-22 0:00:00,2024-12-08 0:00:00,100644475,0,Sedang,1,Rendah,0
KTRK-101290,PT Solusi Digital Group,Pengembangan,257,2024-09-21 0:00:00,2025-06-05 0:00:00,433687400,2,Rendah,0,Rendah,0
KTRK-101291,PT Inovasi Digital Internasional,Maintenance,454,2024-11-19 0:00:00,2026-02-16 0:00:00,316757648,0,Sedang,1,Sedang,1
KTRK-101292,PT Cakrawala Teknologi Group,Maintenance,406,2024-05-31 0:00:00,2025-07-11 0:00:00,278456594,0,Sedang,1,Sedang,1
KTRK-101293,PT BitData Systems,Maintenance,960,2023-09-26 0:00:00,2026-05-13 0:00:00,352121353,0,Sedang,1,Sedang,1
KTRK-101294,PT Teknologi Nusantara Corp,Pembelian,219,2023-11-17 0:00:00,2024-06-23 0:00:00,400891516,1,Rendah,0,Rendah,0
KTRK-101295,PT NetSol Systems,Pengembangan,269,2023-12-20 0:00:00,2024-09-14 0:00:00,184961465,2,Rendah,0,Rendah,0
KTRK-101296,PT Aksara Teknologi Tbk,Pengembangan,296,2023-10-22 0:00:00,2024-08-13 0:00:00,216725767,2,Rendah,0,Rendah,0
KTRK-101297,PT Koneksi Global Group,Pengembangan,534,2023-11-12 0:00:00,2025-04-29 0:00:00,155726731,2,Rendah,0,Rendah,0
KTRK-101298,PT Inovasi Digital Systems,Pembelian,886,2023-12-09 0:00:00,2026-05-13 0:00:00,492432216,1,Rendah,0,Rendah,0
KTRK-101299,PT Inovasi Digital Group,Pembelian,244,2024-04-26 0:00:00,2024-12-26 0:00:00,116909119,1,Rendah,0,Rendah,0
KTRK-101300,PT Sibernetika Tbk,Pembelian,320,2024-02-05 0:00:00,2024-12-21 0:00:00,302299782,1,Rendah,0,Rendah,0
KTRK-101301,PT Komputasi Utama Internasional,Pembelian,822,2023-04-30 0:00:00,2025-07-30 0:00:00,269090896,1,Rendah,0,Rendah,0
KTRK-101302,PT Sibernetika Systems,Pembelian,1028,2024-04-07 0:00:00,2027-01-30 0:00:00,461430325,1,Rendah,0,Rendah,0
KTRK-101303,PT Koneksi Global Corp,Pembelian,866,2023-08-02 0:00:00,2025-12-15 0:00:00,128406360,1,Rendah,0,Rendah,0
KTRK-101304,PT Mitra Satu Internasional,Pengembangan,837,2023-05-03 0:00:00,2025-08-17 0:00:00,405875963,2,Rendah,0,Rendah,0
KTRK-101305,PT Aksara Teknologi Systems,Pembelian,336,2024-10-20 0:00:00,2025-09-21 0:00:00,456285271,1,Rendah,0,Rendah,0
KTRK-101306,PT Digikarya Internasional,Pengembangan,855,2023-11-16 0:00:00,2026-03-20 0:00:00,146578319,2,Rendah,0,Rendah,0
KTRK-101307,PT Inovasi Digital Solusindo,Pembelian,401,2024-09-20 0:00:00,2025-10-26 0:00:00,430759880,1,Rendah,0,Rendah,0
KTRK-101308,PT Sibernetika Internasional,Pengembangan,1020,2024-05-29 0:00:00,2027-03-15 0:00:00,254396792,2,Rendah,0,Rendah,0
KTRK-101309,PT Koneksi Global Systems,Pembelian,424,2024-06-14 0:00:00,2025-08-12 0:00:00,425774270,1,Rendah,0,Rendah,0
KTRK-101310,PT Solusi Digital Corp,Pengembangan,277,2023-12-21 0:00:00,2024-09-23 0:00:00,246191826,2,Rendah,0,Rendah,0
KTRK-101311,PT Cakrawala Teknologi Solusindo,Pembelian,952,2024-09-01 0:00:00,2027-04-11 0:00:00,303248573,1,Rendah,0,Rendah,0
KTRK-101312,PT Inovasi Digital Group,Pengembangan,624,2023-01-10 0:00:00,2024-09-25 0:00:00,119344998,2,Rendah,0,Rendah,0
