nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak
KTRK-101445,PT Cakrawala Teknologi Corp,Pengembangan,776,2023-11-19,2026-01-03,"Rp199.623.070,00"
KTRK-101446,PT Cakrawala Teknologi Corp,Pengembangan,868,2024-12-18,2027-05-05,"Rp103.391.182,00"
KTRK-101447,PT Digikarya Systems,Pengembangan,587,2024-09-12,2026-04-22,"Rp350.979.125,00"
KTRK-101448,PT Cakrawala Teknologi Group,Maintenance,753,2024-06-19,2026-07-12,"Rp120.104.159,00"
KTRK-101449,PT Solusi Digital Group,Maintenance,807,2024-11-23,2027-02-08,"Rp166.016.859,00"
KTRK-101450,PT Cakrawala Teknologi Systems,Maintenance,620,2024-07-25,2026-04-06,"Rp308.797.832,00"
KTRK-101451,PT Koneksi Global Tbk,Pengembangan,904,2024-08-11,2027-02-01,"Rp496.503.263,00"
KTRK-101452,PT Sibernetika Internasional,Pengembangan,593,2024-06-09,2026-01-23,"Rp130.917.295,00"
KTRK-101453,PT Indoinovasi Tbk,Maintenance,332,2023-02-06,2024-01-04,"Rp227.057.230,00"
KTRK-101454,PT Indoinovasi Internasional,Pengembangan,688,2023-03-24,2025-02-09,"Rp168.012.724,00"
KTRK-101455,PT BitData Internasional,Pembelian,597,2024-06-07,2026-01-25,"Rp474.180.530,00"
KTRK-101456,PT Teknologi Nusantara Corp,Pengembangan,613,2023-07-16,2025-03-20,"Rp161.282.964,00"
KTRK-101457,PT Solusi Digital Group,Maintenance,822,2023-06-21,2025-09-20,"Rp270.093.773,00"
KTRK-101458,PT Komputasi Utama Tbk,Maintenance,395,2024-06-15,2025-07-15,"Rp232.126.158,00"
KTRK-101459,PT Indoinovasi Solusindo,Pembelian,291,2024-04-13,2025-01-29,"Rp216.695.416,00"
KTRK-101460,PT BitData Solusindo,Pembelian,239,2024-10-06,2025-06-02,"Rp321.854.551,00"
KTRK-101461,PT Koneksi Global Systems,Pembelian,889,2024-10-18,2027-03-26,"Rp158.247.687,00"
KTRK-101462,PT Solusi Digital Internasional,Pengembangan,676,2023-04-01,2025-02-05,"Rp358.235.222,00"
KTRK-101463,PT Sibernetika Internasional,Maintenance,314,2023-10-21,2024-08-30,"Rp379.642.779,00"
KTRK-101464,PT Aksara Teknologi Tbk,Pembelian,814,2024-01-21,2026-04-14,"Rp358.473.709,00"
KTRK-101465,PT Teknologi Nusantara Internasional,Pembelian,643,2023-06-09,2025-03-13,"Rp216.543.668,00"
KTRK-101466,PT Digikarya Corp,Pembelian,670,2023-01-22,2024-11-22,"Rp115.177.001,00"
KTRK-101467,PT Solusi Digital Internasional,Maintenance,540,2024-02-01,2025-07-25,"Rp348.787.223,00"
KTRK-101468,PT Cakrawala Teknologi Tbk,Maintenance,473,2024-05-04,2025-08-20,"Rp234.776.472,00"
KTRK-101469,PT Aksara Teknologi Tbk,Pembelian,458,2023-08-28,2024-11-28,"Rp143.359.886,00"
KTRK-101470,PT Digikarya Solusindo,Pengembangan,894,2024-03-19,2026-08-30,"Rp469.094.045,00"
KTRK-101471,PT Komputasi Utama Tbk,Pembelian,857,2023-07-21,2025-11-24,"Rp183.051.673,00"
KTRK-101472,PT Aksara Teknologi Solusindo,Pengembangan,884,2023-08-21,2026-01-21,"Rp386.641.706,00"
KTRK-101473,PT Sibernetika Corp,Pengembangan,423,2023-05-31,2024-07-27,"Rp188.043.987,00"
KTRK-101474,PT Mitra Satu Solusindo,Pengembangan,371,2023-01-23,2024-01-29,"Rp287.975.133,00"
KTRK-101475,PT BitData Internasional,Pengembangan,871,2024-01-31,2026-06-20,"Rp131.508.551,00"
KTRK-101476,PT Cakrawala Teknologi Group,Pembelian,829,2023-05-02,2025-08-08,"Rp274.103.003,00"
KTRK-101477,PT NetSol Internasional,Pengembangan,766,2024-09-26,2026-11-01,"Rp234.609.355,00"
KTRK-101478,PT Digikarya Systems,Pengembangan,354,2024-05-07,2025-04-26,"Rp389.376.968,00"
KTRK-101479,PT Teknologi Nusantara Solusindo,Maintenance,285,2024-05-22,2025-03-03,"Rp225.531.177,00"
KTRK-101480,PT Cakrawala Teknologi Internasional,Pengembangan,792,2024-12-17,2027-02-17,"Rp361.175.837,00"
KTRK-101481,PT Indoinovasi Corp,Maintenance,249,2024-08-23,2025-04-29,"Rp212.159.637,00"
KTRK-101482,PT Koneksi Global Group,Maintenance,373,2023-10-07,2024-10-14,"Rp198.374.225,00"
KTRK-101483,PT Komputasi Utama Tbk,Maintenance,767,2024-01-07,2026-02-12,"Rp333.500.675,00"
KTRK-101484,PT Mitra Satu Solusindo,Maintenance,635,2024-05-30,2026-02-24,"Rp189.231.541,00"
KTRK-101485,PT Sibernetika Corp,Maintenance,465,2024-05-17,2025-08-25,"Rp329.964.218,00"
KTRK-101486,PT BitData Solusindo,Pembelian,797,2023-09-30,2025-12-05,"Rp409.336.001,00"
KTRK-101487,PT Teknologi Nusantara Systems,Pengembangan,238,2024-01-26,2024-09-20,"Rp107.057.094,00"
KTRK-101488,PT Digikarya Tbk,Pembelian,223,2023-11-11,2024-06-21,"Rp478.217.080,00"
KTRK-101489,PT Sibernetika Corp,Pengembangan,902,2023-08-01,2026-01-19,"Rp181.817.969,00"
KTRK-101490,PT Solusi Digital Corp,Pembelian,955,2024-12-29,2027-08-11,"Rp459.033.852,00"
KTRK-101491,PT Solusi Digital Solusindo,Pengembangan,316,2024-02-03,2024-12-15,"Rp250.399.880,00"
KTRK-101492,PT Digikarya Group,Pembelian,566,2024-09-21,2026-04-10,"Rp428.271.600,00"
KTRK-101493,PT Teknologi Nusantara Internasional,Pengembangan,214,2023-01-20,2023-08-22,"Rp286.431.351,00"
KTRK-101494,PT Mitra Satu Corp,Pengembangan,678,2023-02-26,2025-01-04,"Rp155.523.547,00"
KTRK-101495,PT Sibernetika Tbk,Pengembangan,589,2024-06-10,2026-01-20,"Rp301.091.065,00"
KTRK-101496,PT BitData Systems,Maintenance,282,2023-05-25,2024-03-02,"Rp103.848.048,00"
KTRK-101497,PT NetSol Corp,Pengembangan,1084,2024-07-21,2027-07-10,"Rp424.532.762,00"
KTRK-101498,PT Indoinovasi Internasional,Pembelian,511,2023-09-21,2025-02-13,"Rp178.845.079,00"
KTRK-101499,PT BitData Internasional,Maintenance,294,2024-10-03,2025-07-24,"Rp325.974.969,00"
KTRK-101500,PT Digikarya Solusindo,Maintenance,888,2023-06-17,2025-11-21,"Rp327.474.818,00"
KTRK-101501,PT Mitra Satu Solusindo,Pengembangan,911,2024-03-01,2026-08-29,"Rp494.122.756,00"
KTRK-101502,PT Indoinovasi Corp,Pembelian,422,2024-01-02,2025-02-27,"Rp490.353.715,00"
KTRK-101503,PT Teknologi Nusantara Group,Pembelian,798,2024-06-30,2026-09-06,"Rp121.934.823,00"
KTRK-101504,PT Inovasi Digital Group,Pengembangan,1083,2024-04-07,2027-03-26,"Rp288.757.169,00"
KTRK-101505,PT Mitra Satu Systems,Maintenance,1065,2024-05-25,2027-04-25,"Rp373.768.000,00"
KTRK-101506,PT Digikarya Tbk,Pembelian,204,2024-10-29,2025-05-21,"Rp328.771.080,00"
KTRK-101507,PT BitData Corp,Pembelian,284,2023-03-02,2023-12-11,"Rp344.883.314,00"
KTRK-101508,PT Sibernetika Solusindo,Pembelian,1066,2024-03-06,2027-02-05,"Rp244.836.798,00"
KTRK-101509,PT Inovasi Digital Systems,Maintenance,396,2024-11-23,2025-12-24,"Rp461.924.623,00"
KTRK-101510,PT Aksara Teknologi Solusindo,Pembelian,286,2023-11-25,2024-09-06,"Rp471.657.541,00"
KTRK-101511,PT Inovasi Digital Tbk,Maintenance,547,2023-11-07,2025-05-07,"Rp347.288.763,00"
KTRK-101512,PT NetSol Solusindo,Pengembangan,350,2023-06-19,2024-06-03,"Rp276.070.134,00"
KTRK-101513,PT Teknologi Nusantara Tbk,Pengembangan,969,2024-10-21,2027-06-17,"Rp298.800.898,00"
KTRK-101514,PT NetSol Corp,Maintenance,944,2024-01-21,2026-08-22,"Rp311.742.867,00"
KTRK-101515,PT Inovasi Digital Internasional,Pembelian,366,2024-08-01,2025-08-02,"Rp171.531.431,00"
KTRK-101516,PT Teknologi Nusantara Systems,Pengembangan,649,2024-05-10,2026-02-18,"Rp105.599.590,00"
KTRK-101517,PT NetSol Systems,Maintenance,809,2024-10-02,2026-12-20,"Rp427.810.572,00"
KTRK-101518,PT Komputasi Utama Corp,Maintenance,190,2024-02-27,2024-09-04,"Rp388.730.523,00"
KTRK-101519,PT Aksara Teknologi Solusindo,Pengembangan,398,2023-07-26,2024-08-27,"Rp173.586.677,00"
KTRK-101520,PT Teknologi Nusantara Tbk,Pembelian,999,2024-05-06,2027-01-30,"Rp407.557.084,00"
KTRK-101521,PT NetSol Corp,Pembelian,587,2024-04-13,2025-11-21,"Rp167.159.892,00"
KTRK-101522,PT Sibernetika Tbk,Pengembangan,462,2023-08-29,2024-12-03,"Rp437.794.236,00"
KTRK-101523,PT Teknologi Nusantara Solusindo,Maintenance,766,2023-03-07,2025-04-11,"Rp451.264.209,00"
KTRK-101524,PT Komputasi Utama Tbk,Pembelian,549,2023-03-03,2024-09-02,"Rp420.165.004,00"
KTRK-101525,PT Mitra Satu Solusindo,Pengembangan,1016,2024-12-01,2027-09-13,"Rp191.565.971,00"
KTRK-101526,PT BitData Internasional,Pengembangan,526,2024-04-15,2025-09-23,"Rp455.745.492,00"
KTRK-101527,PT Teknologi Nusantara Group,Pembelian,582,2024-04-11,2025-11-14,"Rp372.493.767,00"
KTRK-101528,PT Sibernetika Systems,Pengembangan,503,2023-01-18,2024-06-04,"Rp346.644.991,00"
KTRK-101529,PT Digikarya Corp,Pembelian,662,2023-12-03,2025-09-25,"Rp270.195.612,00"
KTRK-101530,PT Digikarya Internasional,Maintenance,356,2023-07-14,2024-07-04,"Rp394.803.913,00"
KTRK-101531,PT BitData Internasional,Pengembangan,558,2023-12-28,2025-07-08,"Rp114.195.430,00"
KTRK-101532,PT Sibernetika Tbk,Pengembangan,824,2023-07-29,2025-10-30,"Rp224.074.192,00"
KTRK-101533,PT BitData Tbk,Pembelian,845,2024-09-25,2027-01-18,"Rp133.286.146,00"
KTRK-101534,PT Solusi Digital Tbk,Maintenance,861,2024-07-30,2026-12-08,"Rp102.684.770,00"
KTRK-101535,PT Koneksi Global Tbk,Pembelian,584,2023-12-29,2025-08-04,"Rp402.945.534,00"
KTRK-101536,PT Koneksi Global Internasional,Maintenance,638,2024-09-20,2026-06-20,"Rp396.707.813,00"
KTRK-101537,PT Aksara Teknologi Solusindo,Maintenance,387,2023-05-09,2024-05-30,"Rp118.391.942,00"
KTRK-101538,PT Aksara Teknologi Corp,Maintenance,490,2024-08-12,2025-12-15,"Rp269.250.552,00"
KTRK-101539,PT Indoinovasi Group,Maintenance,715,2024-02-02,2026-01-17,"Rp447.915.009,00"
KTRK-101540,PT Teknologi Nusantara Internasional,Maintenance,1077,2024-02-28,2027-02-09,"Rp246.339.067,00"
KTRK-101541,PT Teknologi Nusantara Corp,Maintenance,741,2024-11-25,2026-12-06,"Rp393.040.710,00"
KTRK-101542,PT BitData Solusindo,Maintenance,619,2024-05-19,2026-01-28,"Rp182.812.878,00"
KTRK-101543,PT Mitra Satu Tbk,Pembelian,488,2023-07-16,2024-11-15,"Rp196.142.265,00"
KTRK-101544,PT Cakrawala Teknologi Group,Maintenance,642,2024-08-26,2026-05-30,"Rp401.808.534,00"
KTRK-101545,PT Komputasi Utama Tbk,Pengembangan,547,2023-03-26,2024-09-23,"Rp329.495.236,00"
KTRK-101546,PT NetSol Group,Pembelian,316,2024-08-09,2025-06-21,"Rp235.973.409,00"
KTRK-101547,PT Indoinovasi Group,Pengembangan,838,2024-08-29,2026-12-15,"Rp293.042.664,00"
KTRK-101548,PT Teknologi Nusantara Systems,Pengembangan,539,2023-04-27,2024-10-17,"Rp399.021.648,00"
KTRK-101549,PT Cakrawala Teknologi Tbk,Pembelian,774,2024-07-08,2026-08-21,"Rp211.631.696,00"
KTRK-101550,PT Aksara Teknologi Internasional,Maintenance,723,2024-04-16,2026-04-09,"Rp414.783.742,00"
KTRK-101551,PT Komputasi Utama Systems,Maintenance,519,2024-09-14,2026-02-15,"Rp278.609.143,00"
KTRK-101552,PT Solusi Digital Corp,Pembelian,914,2024-09-27,2027-03-30,"Rp162.319.724,00"
KTRK-101553,PT Cakrawala Teknologi Corp,Pembelian,703,2024-08-10,2026-07-14,"Rp432.122.361,00"
KTRK-101554,PT Solusi Digital Group,Pembelian,685,2023-09-01,2025-07-17,"Rp456.560.876,00"
KTRK-101555,PT Koneksi Global Systems,Pengembangan,976,2023-02-23,2025-10-26,"Rp221.895.691,00"
KTRK-101556,PT NetSol Corp,Maintenance,996,2023-03-01,2025-11-21,"Rp164.269.258,00"
KTRK-101557,PT Aksara Teknologi Group,Pembelian,508,2024-11-17,2026-04-09,"Rp466.803.377,00"
KTRK-101558,PT Komputasi Utama Systems,Maintenance,682,2024-08-16,2026-06-29,"Rp269.185.742,00"
KTRK-101559,PT Komputasi Utama Tbk,Pengembangan,498,2023-03-06,2024-07-16,"Rp206.758.194,00"
KTRK-101560,PT Sibernetika Group,Pembelian,533,2023-08-12,2025-01-26,"Rp101.829.980,00"
KTRK-101561,PT Sibernetika Tbk,Maintenance,241,2024-11-04,2025-07-03,"Rp124.255.444,00"
KTRK-101562,PT Mitra Satu Corp,Pengembangan,501,2023-07-06,2024-11-18,"Rp210.016.106,00"
KTRK-101563,PT Inovasi Digital Group,Maintenance,221,2023-08-02,2024-03-10,"Rp193.967.180,00"
KTRK-101564,PT Digikarya Group,Pengembangan,596,2023-11-01,2025-06-19,"Rp333.112.213,00"
KTRK-101565,PT Koneksi Global Systems,Pembelian,361,2023-07-05,2024-06-30,"Rp420.967.911,00"
KTRK-101566,PT BitData Solusindo,Maintenance,820,2023-08-21,2025-11-18,"Rp329.139.230,00"
KTRK-101567,PT Sibernetika Internasional,Maintenance,931,2023-11-11,2026-05-30,"Rp105.917.600,00"
KTRK-101568,PT Sibernetika Solusindo,Pengembangan,468,2023-10-16,2025-01-26,"Rp406.652.308,00"
KTRK-101569,PT Aksara Teknologi Solusindo,Maintenance,236,2024-12-13,2025-08-06,"Rp225.855.053,00"
KTRK-101570,PT Inovasi Digital Corp,Maintenance,546,2023-11-05,2025-05-04,"Rp472.463.889,00"
KTRK-101571,PT Indoinovasi Group,Maintenance,757,2023-08-21,2025-09-16,"Rp127.777.851,00"
KTRK-101572,PT Aksara Teknologi Group,Pengembangan,329,2024-06-05,2025-04-30,"Rp149.554.846,00"
KTRK-101573,PT NetSol Group,Maintenance,240,2024-03-10,2024-11-05,"Rp243.092.905,00"
KTRK-101574,PT Komputasi Utama Internasional,Pembelian,374,2023-07-15,2024-07-23,"Rp161.453.326,00"
KTRK-101575,PT Solusi Digital Corp,Pembelian,979,2023-08-06,2026-04-11,"Rp170.375.124,00"
KTRK-101576,PT Solusi Digital Tbk,Maintenance,794,2024-01-21,2026-03-25,"Rp402.784.471,00"
KTRK-101577,PT Solusi Digital Group,Pembelian,440,2023-01-10,2024-03-25,"Rp262.083.238,00"
KTRK-101578,PT Aksara Teknologi Internasional,Maintenance,1079,2023-08-02,2026-07-16,"Rp473.241.865,00"
KTRK-101579,PT Koneksi Global Internasional,Pembelian,757,2023-09-17,2025-10-13,"Rp483.462.956,00"
KTRK-101580,PT Aksara Teknologi Internasional,Pembelian,852,2024-12-24,2027-04-25,"Rp385.361.410,00"
KTRK-101581,PT Indoinovasi Tbk,Pengembangan,580,2024-04-22,2025-11-23,"Rp469.682.741,00"
KTRK-101582,PT Aksara Teknologi Solusindo,Pembelian,1042,2024-11-25,2027-10-03,"Rp433.119.153,00"
KTRK-101583,PT Aksara Teknologi Systems,Pengembangan,633,2023-09-18,2025-06-12,"Rp117.244.906,00"
KTRK-101584,PT Cakrawala Teknologi Internasional,Maintenance,351,2024-10-24,2025-10-10,"Rp387.061.503,00"
KTRK-101585,PT Aksara Teknologi Tbk,Maintenance,658,2023-10-23,2025-08-11,"Rp289.974.988,00"
KTRK-101586,PT Cakrawala Teknologi Group,Pengembangan,704,2023-12-27,2025-11-30,"Rp238.680.447,00"
KTRK-101587,PT Koneksi Global Systems,Pengembangan,422,2023-06-02,2024-07-28,"Rp114.862.118,00"
KTRK-101588,PT Inovasi Digital Internasional,Pembelian,298,2023-11-19,2024-09-12,"Rp154.868.753,00"
KTRK-101589,PT Cakrawala Teknologi Solusindo,Pembelian,498,2024-12-18,2026-04-30,"Rp329.397.816,00"
KTRK-101590,PT Solusi Digital Solusindo,Pembelian,725,2023-05-04,2025-04-28,"Rp292.838.478,00"
KTRK-101591,PT Solusi Digital Solusindo,Pembelian,1039,2023-05-31,2026-04-04,"Rp232.832.531,00"
KTRK-101592,PT Aksara Teknologi Group,Pembelian,892,2024-06-15,2026-11-24,"Rp106.090.598,00"
KTRK-101593,PT Koneksi Global Systems,Pengembangan,466,2024-09-09,2025-12-19,"Rp272.106.518,00"
KTRK-101594,PT Digikarya Solusindo,Pengembangan,899,2023-11-07,2026-04-24,"Rp407.261.556,00"
KTRK-101595,PT Indoinovasi Solusindo,Pembelian,186,2024-12-24,2025-06-28,"Rp437.994.397,00"
KTRK-101596,PT Indoinovasi Tbk,Pembelian,916,2023-05-28,2025-11-29,"Rp388.108.516,00"
KTRK-101597,PT Teknologi Nusantara Group,Maintenance,718,2024-12-10,2026-11-28,"Rp352.715.394,00"
KTRK-101598,PT Inovasi Digital Tbk,Pengembangan,618,2024-03-30,2025-12-08,"Rp189.224.370,00"
KTRK-101599,PT Koneksi Global Tbk,Pengembangan,542,2024-07-16,2026-01-09,"Rp384.344.235,00"
KTRK-101600,PT Teknologi Nusantara Corp,Pengembangan,537,2024-03-20,2025-09-08,"Rp156.372.000,00"
KTRK-101601,PT Digikarya Internasional,Maintenance,876,2024-02-25,2026-07-20,"Rp210.790.237,00"
KTRK-101602,PT Inovasi Digital Group,Pembelian,1073,2023-02-11,2026-01-19,"Rp191.989.684,00"
KTRK-101603,PT Sibernetika Systems,Maintenance,526,2023-11-14,2025-04-23,"Rp175.396.276,00"
KTRK-101604,PT Inovasi Digital Solusindo,Pengembangan,467,2024-05-05,2025-08-15,"Rp449.487.577,00"
KTRK-101605,PT Inovasi Digital Group,Pembelian,987,2024-12-13,2027-08-27,"Rp246.945.188,00"
KTRK-101606,PT Mitra Satu Solusindo,Pengembangan,428,2024-03-19,2025-05-21,"Rp149.474.401,00"
KTRK-101607,PT Inovasi Digital Systems,Pembelian,979,2024-03-22,2026-11-26,"Rp172.493.779,00"
KTRK-101608,PT Aksara Teknologi Internasional,Maintenance,619,2023-04-04,2024-12-13,"Rp456.248.826,00"
KTRK-101609,PT Aksara Teknologi Corp,Pengembangan,296,2023-12-05,2024-09-26,"Rp311.947.257,00"
KTRK-101610,PT Koneksi Global Internasional,Pembelian,417,2023-01-31,2024-03-23,"Rp422.876.447,00"
KTRK-101611,PT Digikarya Internasional,Pengembangan,974,2023-02-26,2025-10-27,"Rp204.249.593,00"
KTRK-101612,PT BitData Group,Pembelian,875,2023-09-04,2026-01-26,"Rp445.277.312,00"
KTRK-101613,PT Komputasi Utama Internasional,Pembelian,794,2024-09-29,2026-12-02,"Rp194.041.642,00"
KTRK-101614,PT Digikarya Tbk,Maintenance,431,2024-03-30,2025-06-04,"Rp429.670.298,00"
KTRK-101615,PT BitData Solusindo,Pengembangan,719,2024-10-21,2026-10-10,"Rp211.089.053,00"
KTRK-101616,PT Sibernetika Group,Maintenance,727,2023-10-09,2025-10-05,"Rp327.746.474,00"
KTRK-101617,PT Sibernetika Systems,Maintenance,677,2024-03-23,2026-01-29,"Rp384.659.304,00"
KTRK-101618,PT Komputasi Utama Group,Pengembangan,313,2023-10-06,2024-08-14,"Rp222.830.742,00"
KTRK-101619,PT BitData Tbk,Pembelian,304,2023-10-22,2024-08-21,"Rp169.225.733,00"
KTRK-101620,PT Aksara Teknologi Internasional,Pembelian,842,2023-10-16,2026-02-04,"Rp306.011.261,00"
KTRK-101621,PT Inovasi Digital Corp,Pengembangan,901,2024-12-24,2027-06-13,"Rp110.655.243,00"
KTRK-101622,PT NetSol Solusindo,Pengembangan,434,2023-03-05,2024-05-12,"Rp369.387.598,00"
KTRK-101623,PT BitData Corp,Maintenance,878,2023-08-07,2026-01-01,"Rp337.205.392,00"
KTRK-101624,PT Indoinovasi Systems,Maintenance,809,2024-02-10,2026-04-29,"Rp384.596.274,00"
KTRK-101625,PT Sibernetika Systems,Pengembangan,835,2024-11-26,2027-03-11,"Rp309.277.231,00"
KTRK-101626,PT BitData Internasional,Pengembangan,529,2023-08-30,2025-02-09,"Rp397.375.215,00"
KTRK-101627,PT Cakrawala Teknologi Internasional,Maintenance,615,2023-02-10,2024-10-17,"Rp218.957.187,00"
KTRK-101628,PT Indoinovasi Tbk,Pengembangan,499,2023-02-02,2024-06-15,"Rp307.502.097,00"
KTRK-101629,PT Sibernetika Group,Pembelian,581,2023-09-11,2025-04-14,"Rp432.386.874,00"
KTRK-101630,PT Teknologi Nusantara Internasional,Pengembangan,395,2024-09-26,2025-10-26,"Rp422.444.304,00"
KTRK-101631,PT Aksara Teknologi Internasional,Pengembangan,842,2024-06-17,2026-10-07,"Rp234.098.419,00"
KTRK-101632,PT NetSol Systems,Pembelian,195,2023-10-01,2024-04-13,"Rp364.833.798,00"
KTRK-101633,PT Teknologi Nusantara Tbk,Pembelian,448,2024-07-01,2025-09-22,"Rp170.474.679,00"
KTRK-101634,PT Solusi Digital Solusindo,Maintenance,954,2024-10-24,2027-06-05,"Rp317.374.901,00"
KTRK-101635,PT Komputasi Utama Internasional,Pembelian,202,2023-04-10,2023-10-29,"Rp495.976.359,00"
KTRK-101636,PT NetSol Solusindo,Pengembangan,225,2023-02-14,2023-09-27,"Rp372.938.827,00"
KTRK-101637,PT Mitra Satu Internasional,Pembelian,209,2023-01-01,2023-07-29,"Rp426.420.063,00"
KTRK-101638,PT Mitra Satu Corp,Pengembangan,1000,2023-06-26,2026-03-22,"Rp319.088.913,00"
KTRK-101639,PT Mitra Satu Corp,Maintenance,478,2024-05-29,2025-09-19,"Rp207.921.605,00"
KTRK-101640,PT Cakrawala Teknologi Group,Pengembangan,382,2024-06-04,2025-06-21,"Rp493.772.604,00"
KTRK-101641,PT Teknologi Nusantara Solusindo,Pengembangan,1008,2023-01-27,2025-10-31,"Rp178.471.324,00"
KTRK-101642,PT Sibernetika Tbk,Pembelian,221,2023-07-09,2024-02-15,"Rp438.443.239,00"
KTRK-101643,PT Solusi Digital Solusindo,Pengembangan,358,2023-06-19,2024-06-11,"Rp257.841.995,00"
KTRK-101644,PT Komputasi Utama Internasional,Pembelian,628,2024-11-22,2026-08-12,"Rp407.485.275,00"
KTRK-101645,PT Cakrawala Teknologi Group,Maintenance,845,2024-07-01,2026-10-24,"Rp371.871.945,00"
KTRK-101646,PT BitData Corp,Pembelian,1009,2023-01-12,2025-10-17,"Rp145.971.723,00"
KTRK-101647,PT BitData Corp,Pengembangan,823,2024-04-06,2026-07-08,"Rp195.804.884,00"
KTRK-101648,PT Digikarya Corp,Pembelian,992,2024-11-05,2027-07-25,"Rp127.925.095,00"
KTRK-101649,PT Teknologi Nusantara Tbk,Maintenance,590,2023-05-06,2024-12-16,"Rp360.343.205,00"
KTRK-101650,PT Komputasi Utama Systems,Pengembangan,534,2024-03-09,2025-08-25,"Rp263.211.868,00"
KTRK-101651,PT Aksara Teknologi Internasional,Pengembangan,859,2024-05-10,2026-09-16,"Rp270.531.896,00"
KTRK-101652,PT Solusi Digital Group,Pengembangan,622,2023-03-04,2024-11-15,"Rp173.872.913,00"
KTRK-101653,PT BitData Internasional,Maintenance,599,2024-08-19,2026-04-10,"Rp169.567.259,00"
KTRK-101654,PT Cakrawala Teknologi Systems,Maintenance,311,2023-02-06,2023-12-14,"Rp206.994.019,00"
KTRK-101655,PT Indoinovasi Systems,Maintenance,217,2023-01-23,2023-08-28,"Rp465.103.220,00"
KTRK-101656,PT Solusi Digital Systems,Pengembangan,718,2024-02-27,2026-02-14,"Rp139.553.193,00"
KTRK-101657,PT Koneksi Global Solusindo,Pembelian,627,2023-01-31,2024-10-19,"Rp195.762.424,00"
KTRK-101658,PT Teknologi Nusantara Solusindo,Maintenance,776,2023-04-13,2025-05-28,"Rp273.653.766,00"
KTRK-101659,PT BitData Tbk,Maintenance,189,2023-12-16,2024-06-22,"Rp489.755.773,00"
KTRK-101660,PT Cakrawala Teknologi Tbk,Pengembangan,641,2024-10-24,2026-07-27,"Rp351.437.973,00"
KTRK-101661,PT NetSol Solusindo,Pengembangan,280,2023-08-14,2024-05-20,"Rp334.651.757,00"
KTRK-101662,PT NetSol Internasional,Pengembangan,574,2024-06-30,2026-01-25,"Rp259.503.069,00"
KTRK-101663,PT Aksara Teknologi Group,Pengembangan,386,2023-09-12,2024-10-02,"Rp230.807.695,00"
KTRK-101664,PT Digikarya Solusindo,Pengembangan,763,2023-09-28,2025-10-30,"Rp167.076.273,00"
KTRK-101665,PT Koneksi Global Systems,Pengembangan,1091,2023-03-18,2026-03-13,"Rp117.561.260,00"
KTRK-101666,PT Digikarya Solusindo,Maintenance,644,2024-11-20,2026-08-26,"Rp380.601.725,00"
KTRK-101667,PT NetSol Group,Maintenance,636,2023-01-05,2024-10-02,"Rp152.626.557,00"
KTRK-101668,PT NetSol Corp,Pembelian,255,2024-03-24,2024-12-04,"Rp132.487.393,00"
KTRK-101669,PT NetSol Group,Maintenance,388,2024-08-26,2025-09-18,"Rp268.405.233,00"
KTRK-101670,PT Digikarya Corp,Pembelian,427,2024-03-06,2025-05-07,"Rp103.105.497,00"
KTRK-101671,PT Aksara Teknologi Solusindo,Pembelian,1004,2024-08-24,2027-05-25,"Rp109.453.987,00"
KTRK-101672,PT Solusi Digital Group,Maintenance,1051,2024-06-05,2027-04-22,"Rp155.722.033,00"
KTRK-101673,PT Aksara Teknologi Solusindo,Pembelian,978,2023-02-19,2025-10-24,"Rp265.519.099,00"
KTRK-101674,PT Mitra Satu Group,Maintenance,264,2023-03-16,2023-12-05,"Rp329.013.898,00"
KTRK-101675,PT Solusi Digital Internasional,Pembelian,755,2024-11-08,2026-12-03,"Rp397.776.198,00"
KTRK-101676,PT NetSol Group,Pembelian,660,2023-03-01,2024-12-20,"Rp157.061.542,00"
KTRK-101677,PT Koneksi Global Solusindo,Pembelian,881,2023-03-15,2025-08-12,"Rp363.917.093,00"
KTRK-101678,PT Digikarya Tbk,Pengembangan,915,2024-08-17,2027-02-18,"Rp287.565.380,00"
KTRK-101679,PT Indoinovasi Solusindo,Pembelian,705,2023-06-13,2025-05-18,"Rp292.849.109,00"
KTRK-101680,PT Inovasi Digital Tbk,Maintenance,617,2024-05-10,2026-01-17,"Rp261.941.431,00"
KTRK-101681,PT Indoinovasi Systems,Pembelian,786,2024-04-18,2026-06-13,"Rp316.508.016,00"
KTRK-101682,PT Teknologi Nusantara Solusindo,Pembelian,993,2024-02-12,2026-11-01,"Rp177.933.554,00"
KTRK-101683,PT Aksara Teknologi Tbk,Pembelian,297,2023-06-17,2024-04-09,"Rp102.267.468,00"
KTRK-101684,PT Mitra Satu Solusindo,Pengembangan,1025,2024-10-12,2027-08-03,"Rp491.638.305,00"
KTRK-101685,PT Digikarya Solusindo,Maintenance,779,2024-06-18,2026-08-06,"Rp277.550.593,00"
KTRK-101686,PT BitData Systems,Maintenance,901,2024-09-14,2027-03-04,"Rp106.869.760,00"
KTRK-101687,PT NetSol Solusindo,Maintenance,317,2023-07-11,2024-05-23,"Rp101.804.513,00"
KTRK-101688,PT Mitra Satu Systems,Pengembangan,544,2024-10-03,2026-03-31,"Rp195.648.486,00"
